대여소 번호,보관소(대여소)명,자치구,상세주소,위도,경도,설치시기,LCD 거치대수,QR 거치대수,운영방식
2164, 관악우체국,관악구,서울특별시 관악구 남부순환로 1641,37.48476791,126.9328766,2017-11-28,8,,LCD
2165, JK장평타워,관악구,서울특별시 관악구 남부순환로 1943,37.47648239,126.9653626,2017-11-28,10,,LCD
2167, 낙성대역 1번출구,관악구,서울특별시 관악구 남부순환로 1944,37.47629547,126.9649582,2017-11-28,12,,LCD
2169, 봉천역 2번출구,관악구,서울특별시 관악구 남부순환로 1728,37.48218918,126.942131,2017-11-28,7,,LCD
2170, 조원동 강남힐병원,관악구,서울특별시 관악구 남부순환로 1451,37.48152924,126.9120331,2017-11-28,10,,LCD
2171, 서울대입구역 5번출구,관악구,서울특별시 관악구 남부순환로 1817,37.48154831,126.9520035,2017-11-28,17,,LCD
2172, 나들목공원,관악구,서울특별시 관악구 신림로 41,37.46940613,126.9445114,2017-11-28,15,,LCD
2173, 당곡사거리,관악구,서울특별시 관악구 보라매로 3,37.48974991,126.9274674,2017-11-28,10,,LCD
2174, 삼성디지털프라자관악점,관악구,서울특별시 관악구 신림로 386,37.48856354,126.9284821,2017-11-28,10,,LCD
2175, 신림동걷고싶은문화의거리입구,관악구,서울특별시 관악구 신림로 369,37.48730087,126.9287033,2017-11-28,10,,LCD
2176, 보라매공원 보도육교,관악구,서울특별시 관악구 신사로 132,37.48899078,126.9163818,2017-12-22,15,,LCD
2177, 신대방역 2번 출구,관악구,신림동 신대방역 2번출구,37.48712921,126.9130173,2018-09-12,19,,LCD
2178, 서울대학교 정문,관악구,서울특별시 관악구 관악로 1 서울대학교,37.46709442,126.9493256,2018-10-11,20,,LCD
2179, 양녕로 입구,관악구,남부순환로 1761,37.48218918,126.9461594,2018-11-02,7,,LCD
2183, 동방1교,관악구,신림로 144,37.47182846,126.9339218,2018-12-14,20,,LCD
2184, 구암초등학교 버스정류장,관악구,관악구 봉천동 490-9,37.48949051,126.9459229,2018-11-22,10,,LCD
2185, 대학동 고시촌,관악구,서울특별시 관악구 신림로 97 밀라트,37.47046661,126.938652,2019-09-26,10,,LCD
2186, 낙성대입구삼거리,관악구,남부순환로 1889,37.4788208,126.95961,2020-04-29,,15,QR
2187, 현대시장사거리,관악구,은천로 110,37.4867363,126.9475174,2020-04-27,,15,QR
2189, 봉천역 4번출구,관악구,남부순환로 1719,37.48275375,126.9414063,2020-04-29,,15,QR
2190,도원맨션,관악구,남부순환로 1699,37.48368835,126.9391556,2020-04-30,,12,QR
2191,대학동주민센터,관악구,신림로 115,37.47068787,126.9364853,2020-04-28,,10,QR
2195,은천교회,관악구,남부순환로 1654,37.48464584,126.9345093,2020-04-27,,15,QR
2196, 봉천역 3번출구,관악구,남부순환로 1700,37.4833107,126.9390259,2020-04-28,,15,QR
2198,사랑의병원,관악구,남부순환로 1868,37.47946548,126.9569321,2020-04-30,,10,QR
2199,신봉천주유소 A,관악구,남부순환로 1884,37.47877121,126.9586945,2020-04-30,,8,QR
3305,낙성대역 8번 출구,관악구,남부순환로 1939,37.47677612,126.9648666,2020-04-29,,10,QR
3306,서울신우초등학교,관악구,호암로 498,37.46214676,126.931778,2020-04-28,,10,QR
3307,봉천고개 육교,관악구,관악로 306,37.4912262,126.9560776,2020-04-26,,10,QR
3310,영락고등학교,관악구,청룡16길 25,37.47662735,126.9436417,2020-04-28,,15,QR
3311,서울대입구역 4번 출구,관악구,참숯5길 7,37.48122025,126.9515762,2020-04-30,,12,QR
3803, 남서울중학교,관악구,남부순환로1537,37.48313141,126.9213562,2021-02-01,,7,QR
3804, 낙성대공원,관악구,낙성대로70 맞은편,37.47183609,126.9586182,2021-02-01,,10,QR
3806, 낙성대 교수아파트,관악구,낙성대로101 맞은편,37.46895981,126.9576569,2021-02-01,,10,QR
3807, 관악우체국 교차로,관악구,남부순환로1653,37.48497391,126.934372,2021-02-01,,12,QR
3802, 관악구민체육센터,관악구,낙성대로3길37,37.47288132,126.9600372,2020-08-17,,8,QR
3810, 신봉천주유소 B,관악구,남부순환로 1880,37.47888184,126.9584198,2021-02-01,,10,QR
3811,신사로입구,관악구,관천로91,37.48675156,126.9227219,2021-06-04,,10,QR
3812, KT관악지점,관악구,남부순환로1774,37.48163223,126.9471893,2021-06-01,,10,QR
3813, 낙성대역 5번출구,관악구,남부순환로1921,37.47752762,126.9627686,2021-07-16,,7,QR
3814, 난곡사거리,관악구,남부순환로1483,37.48204803,126.9152451,2021-07-16,,10,QR
3815, 광일빌딩,관악구,남부순환로 2054,37.47639847,126.9768372,2021-09-28,,7,QR
3816, 관악 GSfresh,관악구,서울 관악구 쑥고개로 111,37.47909164,126.9494171,2021-10-26,,8,QR
3818, 은천교회 앞,관악구,서울 관악구 신림동 458,37.48857117,126.9213867,2021-10-26,,10,QR
3819, 서울대벤처타운역,관악구,신림동 110-10,37.4722023,126.9339066,2022-09-28,,13,QR
3820, 은천삼거리,관악구,관악로 227-1,37.48506546,126.9554596,2022-10-24,,8,QR
2201, 본마을 정류소 앞,서초구,서울특별시 서초구 본마을2길 2,37.4532814,127.0514832,2017-06-01,14,,LCD
2202,청계산입구역 1번출구,서초구,서울특별시 서초구 청계산로 지하 179,37.44893646,127.0543747,2017-06-01,20,,LCD
2203, 청계산입구역 2번출구,서초구,서울특별시 서초구 청계산로 지하 179,37.44765854,127.0550156,2017-06-27,10,,LCD
2205, 내곡3단지 어린이공원 앞,서초구,서울특별시 서초구 청계산로9길 76,37.45375061,127.0593796,2017-06-01,15,,LCD
2206, 언남초등학교 앞,서초구,서울특별시 서초구 헌릉로8길 42,37.45435715,127.0621033,2017-06-01,20,,LCD
2207, 내곡파출소 뒤 정자,서초구,서울특별시 서초구 헌릉로 226,37.45440674,127.0649262,2017-06-27,9,,LCD
2210, 반포1동 주민센터 앞,서초구,서울특별시 서초구 사평대로 지하 285,37.50509644,127.0131073,2017-06-01,10,,LCD
2211, 서초구립반포도서관 앞,서초구,서울특별시 서초구 고무래로 34,37.50263596,127.0123138,2017-06-27,10,,LCD
2212,서초현대4차아파트 201동 맞은편,서초구,서울특별시 서초구 고무래로 94,37.50065231,127.0186157,2017-06-01,14,,LCD
2213, 고속터미널역 5번출구 앞,서초구,서울특별시 서초구 신반포로 지하 188,37.5022316,127.0022583,2017-06-01,20,,LCD
2214, 신반포역 2번출구 앞,서초구,서울특별시 서초구 신반포로 지하 105,37.50411606,126.9974899,2017-06-01,15,,LCD
2215, 반포종합운동장 입구,서초구,서울특별시 서초구 신반포로16길 30,37.5017128,126.9954758,2017-06-27,10,,LCD
2217,아크로리버뷰 부지 앞,서초구,서초구 잠원동 78,37.51304626,127.0059586,2017-06-01,20,,LCD
2219," 고속터미널역 8-1번, 8-2번 출구 사이",서초구,서울특별시 서초구 신반포로 지하 188,37.50619888,127.0039444,2017-06-01,20,,LCD
2221, 방일초교 마을버스 정류장,서초구,서울특별시 서초구 방배로 110,37.48561096,126.9946823,2017-06-01,15,,LCD
2222,사당역 12번출구 뒤,서초구,서울특별시 동작구 동작대로 지하 3,37.47806931,126.9820328,2017-06-01,10,,LCD
2223, 방배래미안 정문 앞,서초구,서울특별시 서초구 남부순환로 2183,37.47261047,126.9830093,2017-06-01,15,,LCD
2225,백석예술대학교 제3캠퍼스 앞,서초구,서울특별시 서초구 방배로9길 23,37.4737587,126.9952469,2017-06-01,10,,LCD
2226, 신동아럭스빌아파트 앞,서초구,서울특별시 서초구 방배로1길 9,37.47518158,127.0013886,2017-06-01,10,,LCD
2227,방배열린문화센터 앞,서초구,서울특별시 서초구 서초대로 지하 103,37.48905182,126.9925232,2017-06-01,15,,LCD
2228,뒷벌공원 옆,서초구,서울특별시 서초구 방배중앙로 131,37.48976898,126.986763,2017-06-01,,5,QR
2229,로고스교회 맞은 편,서초구,서울특별시 서초구 방배천로 126,37.48701096,126.9849625,2017-06-01,10,,LCD
2230,이수역 4번 출구,서초구,서울특별시 동작구 사당로 지하 310,37.4858284,126.9826279,2017-06-01,20,,LCD
2231, 삼성타운(삼성생명) A동 맞은편,서초구,서울특별시 서초구 서초대로 405,37.49691391,127.0249634,2017-06-01,17,,LCD
2233, 서초신동아1차아파트 옆,서초구,서울특별시 서초구 효령로36길 22,37.49111176,127.0229569,2017-06-01,13,,LCD
2235,KT 서초지사 앞,서초구,서울특별시 서초구 사평대로 73,37.48215866,127.0027008,2017-06-01,10,,LCD
2237,서울남부터미널 대합실 입구,서초구,서울특별시 서초구 서초중앙로 지하 31,37.48455811,127.0148697,2017-06-01,20,,LCD
2239,교대역 6번출구,서초구,서울특별시 서초구 서초대로 지하 294,37.49421692,127.0137863,2017-06-01,10,,LCD
2241,양재전화국 사거리,서초구,서울특별시 강남구 논현로 201,37.48537827,127.0417023,2017-06-01,6,,LCD
2242,양재역 11번 출구 앞,서초구,서울특별시 서초구 남부순환로 지하 2585,37.48398972,127.0341797,2017-06-01,20,,LCD
2243,서울가정법원,서초구,서울특별시 서초구 강남대로 193,37.48149109,127.0367279,2017-06-01,15,,LCD
2244,교육개발원입구 교차로,서초구,서울특별시 서초구 바우뫼로1길 35,37.47785187,127.0389099,2017-06-01,,20,QR
2245,양재초등학교 맞은편,서초구,서울특별시 서초구 바우뫼로18길 14,37.47361374,127.03051,2017-06-01,20,,LCD
2246, 서울시 품질시험소 앞,서초구,서울특별시 서초구 태봉로 131,37.46920013,127.029007,2017-06-24,,10,QR
2247,섬들근린공원,서초구,서울특별시 서초구 태봉로2길 24,37.46263885,127.026619,2017-06-01,30,,LCD
2248, 서초리슈빌S 글로벌 앞,서초구,서울특별시 서초구 양재대로2길 8,37.45995331,127.0247421,2017-06-27,10,,LCD
2249, 우솔초등학교 맞은편,서초구,서울특별시 서초구 양재대로2길 74,37.45623398,127.0193481,2017-06-22,10,,LCD
2250, 서초유치원 맞은편,서초구,서울특별시 서초구 양재대로2길 74,37.4557991,127.0162888,2017-06-22,10,,LCD
2251, 더케이호텔 입구(양재2),서초구,서울특별시 서초구 바우뫼로12길 70,37.46750641,127.0344772,2017-06-13,10,,LCD
2252, 잔디마을 마을버스 정류장,서초구,서울특별시 서초구 매헌로 16,37.46332169,127.0360413,2017-06-24,,25,QR
2255,시민의숲역 1번출구 옆,서초구,서울특별시 서초구 매헌로 지하 116,37.47016525,127.03862,2017-06-01,25,,LCD
2256,양재동 꽃시장 입구,서초구,서울특별시 서초구 강남대로 27,37.46768951,127.0403595,2017-06-01,,10,QR
2257, 청계산 입구 삼거리,서초구,서울특별시 서초구 청계산로 10,37.46268845,127.0461121,2017-06-01,10,,LCD
2258,구룡사 삼거리,서초구,서울특별시 강남구 논현로2길 22,37.47153854,127.0505905,2017-06-01,20,,LCD
2259, 잠원역 3번-4번 출구사이,서초구,서울특별시 서초구 잠원로4길 지하 46,37.51298904,127.0111771,2017-06-13,15,,LCD
2262, 한신16차아파트 119동 앞,서초구,서울특별시 서초구 나루터로4길 60,37.5161972,127.0092087,2017-06-01,25,,LCD
2263, 바우뫼문화복지회관,서초구,서울특별시 서초구 바우뫼로 43,37.47192764,127.0268402,2017-06-22,20,,LCD
2264, 이수역 1번출구,서초구,서울특별시 서초구 동작대로 134,37.48897171,126.9827194,2017-06-22,9,,LCD
2265, 이수고가차도 남단,서초구,서울특별시 서초구 동작대로 204 청남빌딩,37.49474335,126.9830627,2017-08-09,10,,LCD
2266, 서초역 3번출구,서초구,서울특별시 서초동 1748-14,37.49053955,127.0081635,2017-11-01,15,,LCD
2268, 서초4동주민센터,서초구,서울특별시 서초동 1389,37.50231934,127.0222702,2017-11-01,10,,LCD
2269, 주홍교 하부,서초구,서울특별시 잠원동 91-29,37.51034927,127.0160523,2017-11-01,15,,LCD
2270, 서초포레스타 7단지,서초구,서울특별시 신원동 266,37.44896698,127.0577393,2017-11-01,10,,LCD
2271, 내방역 8번출구 앞,서초구,서울특별시 서초구 방배로 162,37.48802185,126.9941177,2017-11-01,8,,LCD
2272, 교대입구 교차로,서초구,서울특별시 서초동 1748-33,37.4873085,127.010582,2017-11-01,10,,LCD
2273, 일동제약 사거리,서초구,서울특별시 양재동 67-12,37.47782898,127.038269,2017-11-01,10,,LCD
2274, 양재시민의숲역 3번출구,서초구,서울특별시 양재동 316-11,37.46965027,127.0396118,2017-11-01,10,,LCD
2275, 염곡치안센터 건너편,서초구,서울특별시 염곡동 260-1,37.46149445,127.0490723,2017-11-01,7,,LCD
2276, 영동1교 (양재천근린공원),서초구,서울특별시 양재동 261-23,37.47438812,127.0389023,2017-11-01,15,,LCD
2277, 길마중4교 하부,서초구,서울특별시 잠원동 84-3,37.51483917,127.0156021,2017-11-01,,10,QR
2279, 교대역 5번출구뒤,서초구,서울특별시 서초구 서초중앙로 130,37.49361801,127.014183,2017-11-28,10,,LCD
2280, 서울서초고용센터앞,서초구,서울특별시 서초구 반포대로 43,37.48416138,127.0109711,2018-09-20,10,,LCD
2281, 연세사랑병원신관앞,서초구,서울특별시 서초구 효령로 10,37.47597885,126.9862824,2017-11-28,7,,LCD
2282, 방배래미안아트힐 101동앞,서초구,서울특별시 서초구 남부순환로 2311-12,37.47720337,127.0058365,2017-11-28,10,,LCD
2283, 그룹한빌딩옆,서초구,서울특별시 서초구 서초대로 62,37.48652649,126.9891663,2017-11-28,10,,LCD
2284, CJ오쇼핑앞,서초구,서울특별시 서초구 과천대로 870-13,37.4681015,126.9868012,2017-11-28,15,,LCD
2285, LH서초3단지 301동 맞은편,서초구,서울특별시 서초구 양재대로2길 33,37.45742416,127.0226517,2017-11-28,10,,LCD
2286, 탑성마을입구,서초구,서울특별시 서초구 탑성말길 2,37.4585495,127.0558853,2017-11-28,7,,LCD
2287, 능안마을입구,서초구,서울특별시 서초구 능안말길 1-2,37.45561981,127.0671005,2017-11-28,10,,LCD
2288, 안골마을입구,서초구,서울특별시 서초구 안골2길 3,37.45560837,127.0644531,2017-11-28,7,,LCD
2289, 남태령역 2번출구,서초구,서울특별시 서초구 과천대로 810,37.46429825,126.9885254,2017-11-28,10,,LCD
2293, SPC 앞,서초구,서울특별시 서초구 남부순환로 2620,37.48479843,127.0369949,2017-12-22,10,,LCD
2294, 두상빌딩 앞,서초구,서울특별시 서초구 언남길 87,37.47590637,127.0462418,2017-12-22,15,,LCD
2297, 남부터미널역 1번출구,서초구,서울특별시 서초구 서초중앙로 38,37.485672,127.0159226,2018-02-26,10,,LCD
2298, 래미안서초스위트앞,서초구,서울특별시 서초구 서운로 221,37.50241089,127.0216065,2018-02-26,12,,LCD
2299, 한전아트센터 앞,서초구,서울특별시 서초구 효령로72길 60,37.48646927,127.0280609,2018-10-17,12,,LCD
2501, 서초 포레스타5단지,서초구,신원동 347-6,37.45066071,127.0570602,2018-09-03,10,,LCD
2502, 서초역1번출구 앞,서초구,서초동 1553-21,37.49195099,127.0085526,2018-10-02,9,,LCD
2503, 반포1동 서초빌딩 앞,서초구,반포동 749-35,37.50381088,127.0213623,2018-10-02,10,,LCD
2504, 신사역 4번출구 뒤,서초구,잠원동 88,37.51588058,127.0193024,2018-10-30,,10,QR
2505, 우성아파트사거리 (기업은행앞),서초구,서초동 1374,37.49325943,127.0295334,2018-09-18,12,,LCD
2506, LG유플러스 (방배사옥),서초구,방배동 980-53,37.47909164,126.9906769,2018-09-18,10,,LCD
2508, 양재이스타빌 앞,서초구,양재동 4(양재동 3-14 앞),37.48297882,127.0422592,2018-09-18,10,,LCD
2509, 심산기념문화센터,서초구,서초구 반포동 128-13,37.49836349,126.9911499,2018-09-18,,16,QR
2510, JW타워,서초구,서초구 서초동 1748-45,37.48303986,127.0214615,2019-03-26,8,,LCD
2511, 이수역 6번출구 앞,서초구,서초구 방배동 438-35,37.48366165,126.9823227,2019-03-14,10,,LCD
2514,사평역 2번출구,서초구,서울시 서초구 반포동 30-5 ,37.50364304,127.0160217,2020-02-20,,10,QR
2515,서초초등학교 후문,서초구,서울시 서초구 서운로 178,37.49892807,127.0247269,2020-02-20,,15,QR
2516,본마을 노인복지센터 앞,서초구,서울특별시 서초구 본마을2길 2,37.45441818,127.052742,2020-02-19,,9,QR
2517,서초3교(효령로69길 방면),서초구,서울특별시 서초구 효령로69길,37.48768234,127.0247879,2020-02-19,,20,QR
2518,서초3교(효령로70길 방면),서초구,서울특별시 서초구 효령로70길,37.48731613,127.0248947,2020-02-19,,10,QR
2519,서초2교(사임당로 방면),서초구,서울특별시 서초구 사임당로137,37.49100876,127.0235214,2020-02-20,,10,QR
2520,서초1교 (진흥아파트 방면),서초구,서초구 서초대로65길,37.49619293,127.0210114,2020-02-20,,20,QR
2521,서초 크로바타워 앞,서초구,서초구 서초대로 347,37.49556351,127.0191803,2020-02-20,,13,QR
2523,뉴코아 킴스클럽 앞,서초구,서초구 잠원로 51,37.51019287,127.0072556,2020-02-21,,10,QR
2524,반포쇼핑타운 8동 앞,서초구,서초구 신반포로 219 반포쇼핑타운,37.50735092,127.0080185,2020-02-21,,15,QR
2525,반포쇼핑타운 2동 앞,서초구,서초구 신반포로 165 ,37.5056076,127.0021591,2020-02-21,,20,QR
2526,반포경남쇼핑 앞,서초구,서초구 신반포로 143 ,37.50478745,126.9999237,2020-02-21,,10,QR
2527,반포중학교 앞(세화여고 맞은편),서초구,서초구 신반포로67,37.50296021,126.9935989,2020-02-21,,10,QR
2528,함지박 사거리,서초구,서초구 방배로 230-1 ,37.4937706,126.9900665,2020-02-23,,10,QR
2529,우리은행 방배동지점 앞,서초구,서초구 방배로 183,37.48991776,126.9920807,2020-02-23,,12,QR
2530,삼호3차아파트 앞,서초구,서초구 방배동 757-3,37.4977951,126.9870682,2020-02-23,,15,QR
2531,멤피스아파트 앞,서초구,서초구 방배로 245,37.49420547,126.989357,2020-02-23,,10,QR
2532,국립국악원 앞,서초구,서초구 남부순환로 2364,37.47820282,127.0087814,2020-02-19,,13,QR
2533,한가람미술관 앞,서초구,서초구 남부순환로 2406,37.48087692,127.0145264,2020-02-19,,10,QR
2535,신반포역 3번출구 뒤,서초구,서초구 신반포로 ,37.50362396,126.9973221,2020-02-21,,10,QR
2536,서초종합체육관 입구,서초구,서초구 원지동 28,37.45899582,127.0413208,2020-02-19,,10,QR
2537,양재역 8번출구 앞,서초구,서초구 양재동,37.48257065,127.036438,2020-02-20,,10,QR
2538,사평리 공원,서초구,서초구 잠원동 51,37.52026749,127.0152512,2020-02-20,,10,QR
2539,대한무역투자진흥공사 KOTRA 앞,서초구,서초구 헌릉로 13,37.46540833,127.0437775,2020-02-19,,10,QR
2540,반포천 앞,서초구,서초구 사평대로 108 ,37.49905014,126.996254,2020-02-21,,10,QR
2541,옛골 입구,서초구,청계산로 434,37.43097687,127.0703354,2020-02-19,,10,QR
2542,신논현타워 앞,서초구,서초구 강남대로 479,37.50508881,127.0239105,2020-02-14,,10,QR
2545,국립중앙도서관(국제회의장옆),서초구,반포동 산60-1,37.49721146,127.0042725,2020-02-21,,15,QR
2547, 반포래미안 리오센트,서초구,서초구 잠원로 104-2 구두수선대,37.51832199,127.0148087,2020-05-28,,7,QR
2548,반포1동 자율방범초소 옆,서초구,반포동 28-4,37.50847626,127.0167618,2020-06-15,,18,QR
2549,LH 서초 4단지 403동,서초구,우면동 788,37.45924759,127.0239029,2020-06-15,,10,QR
2550,양재동 꽃시장 건너편,서초구,양재동 351,37.46738434,127.0414581,2020-06-15,,10,QR
4303, 매헌역 2번출구앞광역버스 정류장앞(22-297),서초구,강남대로18길25(삼덕빌딩) 앞,37.47171783,127.038887,2021-02-19,,8,QR
4304, 서울고앞,서초구,서초동1526-1,37.48339462,127.0073624,2021-02-19,,10,QR
4305, 서일스포츠센터,서초구,서초동 1313-12,37.49801636,127.0222244,2021-02-18,,8,QR
4306, 서래공원 앞,서초구,반포동63-6,37.50150681,127.003479,2021-02-22,,10,QR
4307, 고투몰 gate 15옆,서초구,반포동20-45,37.50723267,127.0094528,2021-02-22,,10,QR
4309, 서초케이타운앞,서초구,신원동 산63,37.4572258,127.0590057,2021-02-19,,10,QR
4310, 염곡동(염통골) 입구,서초구,서울특별시 서초구 헌릉로 73 서초경찰서 염곡치안센터,37.46220779,127.0486755,2021-02-19,,6,QR
4312, 반포미도2차아파트 옆,서초구,반포동60-1,37.50320435,127.0065308,2021-02-22,,10,QR
4313, 반포종합운동장,서초구,반포동15-2,37.49979782,126.9964676,2021-02-19,,10,QR
4314, 탑성마을 버스정거장 옆,서초구,염곡동 189-19,37.45916748,127.0554428,2021-02-19,,10,QR
4315, 이투스교육 앞,서초구,서초동 1354-3,37.48389053,127.0290527,2021-02-19,,10,QR
4316, 고속터미널역 3번출구,서초구,반포동 118-3,37.50365829,127.0059433,2021-02-19,,25,QR
4317, 양재근린공원,서초구,양재동 310-6,37.47039795,127.0424118,2021-02-19,,5,QR
4318, 방배역 2번 출구,서초구,방배동 981-16,37.48116684,126.9975891,2021-02-19,,5,QR
4319, 삼성전자R&D어린이집 뒤,서초구,서초구 성촌 1길 20,37.46559143,127.021843,2020-12-22,,7,QR
4320, 신영체르니 아파트,서초구,서울 서초구 논현로27길 57,37.47901154,127.0414429,2020-12-14,,11,QR
4323, 내곡도서관,서초구,신원동 328,37.45199966,127.0539169,2021-07-13,,10,QR
4322,서울추모공원 입구,서초구,서초구 원지동 산83-9(추모공원내),37.45429993,127.0428314,2021-06-23,,15,QR
4324, 세화고등학교,서초구,서초구 반포동 753,37.50209427,126.9914703,2021-10-01,,5,QR
4327, 몽마르뜨공원입구,서초구,서초구 동광로 몽마르뜨공원 입구,37.4928894,127.0026474,2021-11-05,,11,QR
4329, SC제일은행 양재동지점 앞,서초구,강남대로 251 해동빌딩앞,37.48573685,127.0331574,2021-11-05,,8,QR
4332, 이수교차로,서초구,서초구 방배동 752-37,37.49817276,126.9844818,2022-06-09,,5,QR
4333, 서울고등학교 건너편,서초구,서초구 서초동 1487-1,37.48285294,127.0059738,2022-09-28,,5,QR
4334, 인재개발원 데이터센터,서초구,서초구 서초동 391,37.4801178,127.0218048,2022-10-14,,7,QR
4335, 인재개발원 배움관,서초구,서초구 서초동 391,37.4797554,127.0198517,2022-10-14,,24,QR
4336,서울교육청 교육연수원 앞,서초구,서초구 방배동 490-4,37.473423,126.9977722,2022-12-05,,10,QR
4337,우면산등산로입구,서초구,서초구 방배동 산 33-2,37.47691727,127.0061112,2022-12-05,,10,QR
2301, 현대고등학교 건너편,강남구,서울특별시 강남구 압구정로 134,37.52407074,127.0217896,2017-06-13,10,,LCD
2302, 교보타워 버스정류장(신논현역 3번출구 후면),강남구,서울특별시 강남구 봉은사로 지하 102,37.5055809,127.0242767,2017-06-13,10,,LCD
2303, 논현역 10번출구,강남구,서울특별시 강남구 학동로 지하 102,37.51137161,127.0214615,2017-06-13,15,,LCD
2304, 대현그린타워,강남구,서울특별시 강남구 언주로 626,37.5116272,127.0356522,2017-06-13,,10,QR
2305, MCM 본사 직영점 앞,강남구,서울특별시 강남구 언주로 734,37.52064133,127.0345078,2017-06-13,6,,LCD
2306, 압구정역 2번 출구 옆,강남구,서울특별시 강남구 압구정로 지하 172,37.5271225,127.028717,2017-06-13,26,,LCD
2307, 압구정 한양 3차 아파트,강남구,서울특별시 강남구 압구정로 321,37.52838135,127.0390167,2017-06-13,10,,LCD
2308, 압구정파출소 앞,강남구,서울특별시 강남구 압구정로 311,37.52930069,127.0355988,2017-06-13,14,,LCD
2309, 청담역(우리들병원 앞),강남구,서울특별시 강남구 학동로 443,37.51890182,127.0493851,2017-06-13,10,,LCD
2310, 청담동 맥도날드 옆(위치),강남구,서울특별시 강남구 학동로 지하 508,37.52361298,127.0401764,2017-06-13,10,,LCD
2311, 학동로 래미안 아파트 앞,강남구,서울특별시 강남구 학동로 지하 508,37.51777267,127.0430222,2017-06-13,6,,LCD
2312, 청담역 13번 출구 앞,강남구,서울특별시 강남구 영동대로 703,37.52058029,127.0563278,2017-06-13,10,,LCD
2313, 금원빌딩 앞,강남구,서울특별시 강남구 도산대로 539,37.52511597,127.0524674,2017-06-13,10,,LCD
2314, 청담나들목입구,강남구,서울특별시 강남구 영동대로128길 59,37.52127457,127.0610352,2017-06-13,10,,LCD
2315, 봉은사역 5번출구 옆,강남구,서울특별시 강남구 봉은사로 지하 601,37.51424789,127.0611191,2017-06-13,10,,LCD
2316, 삼성역 8번출구,강남구,서울특별시 강남구 영동대로 502,37.50957489,127.0634079,2017-06-13,20,,LCD
2317, 삼성도로공원,강남구,서울특별시 강남구 영동대로112길 66,37.51588821,127.0662003,2017-06-13,10,,LCD
2318, 삼성중앙역4번출구(문화센터더 리빌),강남구,서울특별시 강남구 봉은사로 531,37.51357651,127.0550308,2017-06-13,16,,LCD
2319, 포스코사거리 서측(수협 삼성동 지점),강남구,서울특별시 강남구 테헤란로 435,37.50660706,127.0546799,2017-06-13,10,,LCD
2320, 도곡역 대치지구대 방향,강남구,서울특별시 강남구 남부순환로 지하 2814,37.4919281,127.0569687,2017-06-13,10,,LCD
2321, 학여울역 사거리,강남구,서울특별시 강남구 남부순환로 지하 3104,37.49611664,127.0694428,2017-06-13,10,,LCD
2322, 삼성역 3번 출구,강남구,서울특별시 강남구 테헤란로 534,37.50809097,127.0631027,2017-06-13,15,,LCD
2323, 주식회사 오뚜기 정문 앞,강남구,서울특별시 강남구 영동대로 308,37.50221252,127.0672073,2017-06-13,10,,LCD
2324, 천주교 대치 2동 교회 옆,강남구,서울특별시 강남구 도곡로 540,37.50043869,127.0662231,2017-06-13,10,,LCD
2325, 대치삼성아파트 앞 교차로,강남구,서울특별시 강남구 도곡로 447,37.4986496,127.0593185,2017-06-13,10,,LCD
2326, 대치동 삼성로,강남구,서울특별시 강남구 삼성로 350,37.50239563,127.0587997,2017-06-13,10,,LCD
2327, 뱅뱅사거리 랜드마크타워 앞,강남구,서울특별시 강남구 강남대로 308,37.49055099,127.0314636,2017-06-13,15,,LCD
2328, 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,강남구,서울특별시 강남구 언주로 506,37.50321198,127.0427322,2017-06-13,10,,LCD
2329, 르네상스호텔사거리 역삼지하보도 2번출구,강남구,서울특별시 강남구 테헤란로 지하 156,37.50235748,127.04319,2017-06-13,10,,LCD
2330, 역삼월드메르디앙아파트 앞,강남구,서울특별시 강남구 도곡로 183,37.49219894,127.0394592,2017-06-13,10,,LCD
2331, 동영문화센터앞,강남구,서울특별시 강남구 언주로 337,37.49805069,127.0446014,2017-06-13,10,,LCD
2332, 선릉역3번출구,강남구,서울특별시 강남구 선릉로 435,37.50400925,127.0490799,2017-06-13,8,,LCD
2333, 양재역 3번출구 주변,강남구,서울특별시 강남구 강남대로 240,37.48515701,127.0340729,2017-06-13,15,,LCD
2334, 삼호아파트 2동 ( 간선도로),강남구,서울특별시 강남구 선릉로 지하 228,37.49375916,127.0458984,2017-06-13,12,,LCD
2335, 3호선 매봉역 3번출구앞,강남구,서울특별시 강남구 남부순환로 2748,37.48676682,127.0467606,2017-06-13,15,,LCD
2336, 강남세브란스교차로 래미안그레이튼 104동 앞,강남구,서울특별시 강남구 선릉로 지하 228,37.49423599,127.0474625,2017-06-13,10,,LCD
2337, 대모산입구역 2번출구 앞,강남구,서울특별시 강남구 영동대로 101,37.49207687,127.0719757,2017-06-13,10,,LCD
2339, 현대아파트 정문 앞,강남구,서울특별시 강남구 언주로 107,37.48326111,127.0522995,2017-06-13,10,,LCD
2340, 삼호물산버스정류장(23370) 옆,강남구,서울특별시 강남구 논현로 82,37.47750854,127.0451737,2017-06-13,,17,QR
2341, 일원역 4~5번 출구 사이,강남구,서울특별시 강남구 일원로 127,37.4833107,127.0849381,2017-06-13,10,,LCD
2342, 대청역 1번출구 뒤,강남구,서울특별시 강남구 개포로 623,37.49400711,127.0795136,2017-06-13,15,,LCD
