,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동
2215, 현대고등학교 건너편,강남구,서울특별시 강남구 압구정로 134,37.52407074,127.0217896,압구정로11길,압구정동
2216, 교보타워 버스정류장(신논현역 3번출구 후면),강남구,서울특별시 강남구 봉은사로 지하 102,37.5055809,127.0242767,봉은사로1길,논현동
2217, 논현역 10번출구,강남구,서울특별시 강남구 학동로 지하 102,37.51137161,127.0214615,강남대로132길,논현동
2218, 대현그린타워,강남구,서울특별시 강남구 언주로 626,37.5116272,127.0356522,언주로121길,논현동
2219, MCM 본사 직영점 앞,강남구,서울특별시 강남구 언주로 734,37.52064133,127.0345078,언주로149길,논현동
2220, 압구정역 2번 출구 옆,강남구,서울특별시 강남구 압구정로 지하 172,37.5271225,127.028717,논현로176길,신사동
2221, 압구정 한양 3차 아파트,강남구,서울특별시 강남구 압구정로 321,37.52838135,127.0390167,압구정로50길,압구정동
2222, 압구정파출소 앞,강남구,서울특별시 강남구 압구정로 311,37.52930069,127.0355988,언주로174길,압구정동
2223, 청담역(우리들병원 앞),강남구,서울특별시 강남구 학동로 443,37.51890182,127.0493851,학동로,청담동
2224, 청담동 맥도날드 옆(위치),강남구,서울특별시 강남구 학동로 지하 508,37.52361298,127.0401764,도산대로,청담동
2225, 학동로 래미안 아파트 앞,강남구,서울특별시 강남구 학동로 지하 508,37.51777267,127.0430222,선릉로132길,청담동
2226, 청담역 13번 출구 앞,강남구,서울특별시 강남구 영동대로 703,37.52058029,127.0563278,학동로98길,청담동
2227, 금원빌딩 앞,강남구,서울특별시 강남구 도산대로 539,37.52511597,127.0524674,압구정로79길,청담동
2228, 청담나들목입구,강남구,서울특별시 강남구 영동대로128길 59,37.52127457,127.0610352,학동로105길,삼성동
2229, 봉은사역 5번출구 옆,강남구,서울특별시 강남구 봉은사로 지하 601,37.51424789,127.0611191,봉은사로,삼성동
2230, 삼성역 8번출구,강남구,서울특별시 강남구 영동대로 502,37.50957489,127.0634079,영동대로,삼성동
2231, 삼성도로공원,강남구,서울특별시 강남구 영동대로112길 66,37.51588821,127.0662003,봉은사로111길,삼성동
2232, 삼성중앙역4번출구(문화센터더 리빌),강남구,서울특별시 강남구 봉은사로 531,37.51357651,127.0550308,봉은사로82길,삼성동
2233, 포스코사거리 서측(수협 삼성동 지점),강남구,서울특별시 강남구 테헤란로 435,37.50660706,127.0546799,삼성로91길,삼성동
2234, 도곡역 대치지구대 방향,강남구,서울특별시 강남구 남부순환로 지하 2814,37.4919281,127.0569687,남부순환로391길,대치동
2235, 학여울역 사거리,강남구,서울특별시 강남구 남부순환로 지하 3104,37.49611664,127.0694428,영동대로50길,대치동
2236, 삼성역 3번 출구,강남구,서울특별시 강남구 테헤란로 534,37.50809097,127.0631027,테헤란로98길,대치동
2237, 주식회사 오뚜기 정문 앞,강남구,서울특별시 강남구 영동대로 308,37.50221252,127.0672073,영동대로66길,대치동
2238, 천주교 대치 2동 교회 옆,강남구,서울특별시 강남구 도곡로 540,37.50043869,127.0662231,영동대로57길,대치동
2239, 대치삼성아파트 앞 교차로,강남구,서울특별시 강남구 도곡로 447,37.4986496,127.0593185,삼성로63길,대치동
2240, 대치동 삼성로,강남구,서울특별시 강남구 삼성로 350,37.50239563,127.0587997,삼성로71길,대치동
2241, 뱅뱅사거리 랜드마크타워 앞,강남구,서울특별시 강남구 강남대로 308,37.49055099,127.0314636,도곡로1길,역삼동
2242, 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,강남구,서울특별시 강남구 언주로 506,37.50321198,127.0427322,언주로94길,역삼동
2243, 르네상스호텔사거리 역삼지하보도 2번출구,강남구,서울특별시 강남구 테헤란로 지하 156,37.50235748,127.04319,언주로,역삼동
2244, 역삼월드메르디앙아파트 앞,강남구,서울특별시 강남구 도곡로 183,37.49219894,127.0394592,도곡로22길,역삼동
2245, 동영문화센터앞,강남구,서울특별시 강남구 언주로 337,37.49805069,127.0446014,언주로71길,역삼동
2246, 선릉역3번출구,강남구,서울특별시 강남구 선릉로 435,37.50400925,127.0490799,선릉로,역삼동
2247, 양재역 3번출구 주변,강남구,서울특별시 강남구 강남대로 240,37.48515701,127.0340729,강남대로44길,도곡동
2248, 삼호아파트 2동 ( 간선도로),강남구,서울특별시 강남구 선릉로 지하 228,37.49375916,127.0458984,도곡로39길,도곡동
2249, 3호선 매봉역 3번출구앞,강남구,서울특별시 강남구 남부순환로 2748,37.48676682,127.0467606,남부순환로381길,도곡동
2250, 강남세브란스교차로 래미안그레이튼 104동 앞,강남구,서울특별시 강남구 선릉로 지하 228,37.49423599,127.0474625,도곡로43길,도곡동
2251, 대모산입구역 2번출구 앞,강남구,서울특별시 강남구 영동대로 101,37.49207687,127.0719757,남부순환로,개포동
2252, 현대아파트 정문 앞,강남구,서울특별시 강남구 언주로 107,37.48326111,127.0522995,개포로31길,개포동
2253, 삼호물산버스정류장(23370) 옆,강남구,서울특별시 강남구 논현로 82,37.47750854,127.0451737,논현로,개포동
2254, 일원역 4~5번 출구 사이,강남구,서울특별시 강남구 일원로 127,37.4833107,127.0849381,광평로20길,일원동
2255, 대청역 1번출구 뒤,강남구,서울특별시 강남구 개포로 623,37.49400711,127.0795136,개포로,개포동
2256, 세곡사거리 대왕파출소 앞,강남구,서울특별시 강남구 헌릉로 623,37.46531677,127.1077271,헌릉로,세곡동
2257, 리엔파크 2단지 앞,강남구,서울특별시 강남구 헌릉로590길 10,37.46506119,127.1011963,헌릉로570길,세곡동
2258, 두산건설 본사,강남구,서울특별시 강남구 언주로 726,37.51863861,127.0354004,언주로138길,논현동
2259, 포스코사거리(기업은행),강남구,서울특별시 강남구 테헤란로 501,37.50723267,127.0568543,삼성로92길,삼성동
2260, 역삼빌딩 앞(하나은행 옆),강남구,서울특별시 강남구 테헤란로 지하 156,37.50154495,127.0385666,테헤란로33길,역삼동
2261, 래미안그레이튼102동앞,강남구,서울특별시 강남구 선릉로69길 19,37.49482346,127.047905,도곡로43길,역삼동
2262, 청소년수련관(수영장)앞,강남구,서울특별시 강남구 광평로 144,37.48387909,127.0890274,광평로31길,수서동
2263, 서울본부세관(건설회관 앞),강남구,서울특별시 강남구 언주로 721,37.51758957,127.0350266,언주로136길,논현동
2264, 강남구청역 2번출구 뒤,강남구,서울특별시 강남구 학동로 342,37.51681137,127.0404739,선릉로129길,논현동
2265, 청담역 2번출구,강남구,서울특별시 강남구 영동대로 647,37.51978683,127.0567627,학동로98길,삼성동
2266, 삼성역 5~6번 출구 사이,강남구,서울특별시 강남구 봉은사로 524,37.50912094,127.0623093,영동대로,삼성동
2267, 강남구청,강남구,서울특별시 강남구 학동로 지하 346,37.51807022,127.0471191,선릉로132길,삼성동
2268, 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),강남구,서울특별시 강남구 언주로89길 7,37.50194931,127.0427704,언주로,역삼동
2269, 구룡초사거리 (현대아파트10동 앞 ),강남구,서울특별시 강남구 개포로 303,37.48138428,127.0539169,개포로,개포동
2270," 국립국악중,고교 정문 맞은편",강남구,서울특별시 강남구 논현로10길 29,37.47560501,127.0503769,개포로22길,개포동
2271, 도곡1동 주민센터 교차로,강남구,서울특별시 강남구 도곡로 205,37.4928093,127.0413895,논현로64길,역삼동
2272, 신사동 가로수길 입구,강남구,서울특별시 강남구 신사동 501-5,37.51763535,127.0224533,강남대로152길,신사동
2273, 강남 을지병원 교차로,강남구,서울특별시 강남구 도산대로 172 ,37.51913834,127.0275192,도산대로25길,논현동
2274, 도산공원교차로,강남구,서울특별시 강남구 도산대로 229 ,37.52124023,127.0318985,언주로151길,신사동
2275, K+ 타워 앞,강남구,서울특별시 강남구 도산대로 333 ,37.52330017,127.038475,도산대로49길,신사동
2276, 도곡동 경남아파트 건너편,강남구,서울특별시 강남구 도곡동 874-1,37.48934174,127.0412979,논현로47길,도곡동
2277, KT선릉타워,강남구,서울특별시 강남구 대치동 1011,37.50542831,127.0528717,선릉로90길,대치동
2278, 한티역 3번출구,강남구,서울특별시 강남구 대치동 1026,37.49655151,127.0542984,선릉로62길,대치동
2279, 한국우편사업진흥원,강남구,서울특별시 강남구 언주로 651,37.51474762,127.0351334,언주로129길,논현동
2280, 대치역 사거리,강남구,서울특별시 강남구 삼성로 156 ,37.49449921,127.063797,남부순환로395길,대치동
2281, 개포동역 사거리,강남구,서울특별시 강남구 개포동 181-3,37.48927689,127.0655747,개포로,개포동
2282, 수서역 1번출구 앞,강남구,서울특별시 강남구 수서동 728,37.48735046,127.1009979,광평로47길,수서동
2283, 수서역 6번출구 앞,강남구,서울특별시 강남구 수서동 740,37.48677826,127.1005173,광평로46길,수서동
2284, 수서역 5번출구,강남구,서울특별시 강남구 수서동 724-4,37.48735046,127.1023254,광평로56길,수서동
2285, 삼성동베이직하우스앞,강남구,서울특별시 강남구 봉은사로 456,37.51169586,127.0493469,봉은사로68길,삼성동
2286, 언주역 6번출구앞,강남구,서울특별시 강남구 논현로 566,37.50636673,127.034523,논현로104길,역삼동
2287, 역삼동 sk뷰 501동앞,강남구,서울특별시 강남구 역삼로 315-1,37.50134277,127.0504684,선릉로76길,역삼동
2288, 보금자리정원,강남구,서울특별시 강남구 헌릉로569길 39-6,37.46632767,127.0948868,헌릉로569길,세곡동
2289, 자곡사거리,강남구,서울특별시 강남구 밤고개로 206,37.47602844,127.1059418,자곡로,자곡동
2290, 학동역,강남구,서울특별시 강남구 학동로 지하 180,37.51395035,127.0301514,논현로131길,논현동
2291, 크린랩 본사,강남구,논현동 279-166,37.50958633,127.0409088,언주로108길,논현동
2292, 래미안강남힐즈 사거리,강남구,서울특별시 강남구 자곡로 101,37.47245407,127.096077,자곡로7길,자곡동
2293, 강남구 도시관리공단,강남구,강남구 삼성동 111-61,37.51678467,127.0516129,학동로82길,삼성동
2294, 경기여자고등학교 후문 (삼성로3길 입구),강남구,강남구 개포동 198,37.48616028,127.0672379,개포로,개포동
2295, 구룡마을 입구 (래미안블레스티지 아파트),강남구,강남구 개포동 146-1,37.48088074,127.0630417,선릉로4길,개포동
2296, 구룡터널 입구(개포1단지아파트),강남구,강남구 개포동 146-1,37.47598648,127.0596237,언주로6길,개포동
2297, 구룡산 입구 (구룡산 서울둘레길 입구),강남구,강남구 개포동 1277,37.47447205,127.0554504,논현로2길,개포동
2298, 구룡사 앞 교차로 (보도육교),강남구,강남구 개포동 1277,37.47200012,127.0513382,양재대로,개포동
2299, 개포래미안포레스트아파트 107동 앞,강남구,강남구 개포로 264,37.48029709,127.0542603,언주로7길,개포동
2300, 개포1단지아파트 입구 (보도육교),강남구,강남구 개포동 659,37.47929001,127.0557327,언주로7길,개포동
2301, 영동3교 북단(우성캐릭터 앞 보도),강남구,강남구 도곡동 466,37.48574066,127.0510483,언주로29길,도곡동
2302, 더라움,강남구,강남구 역삼동 801-7,37.50811005,127.0394516,언주로108길,역삼동
2303, 밀알학교 입구 (삼성서울병원 입구),강남구,강남구 일원동 128-10,37.48656082,127.0826721,일원로,일원동
2304, 공무원연금매점 교차로 (개포주공9단지 입구),강남구,강남구 일원동 703-2,37.48871994,127.0745392,영동대로4길,일원동
2305, 대모산입구역 4번 출구 앞,강남구,강남구 일원동 700-1,37.49180984,127.0731583,남부순환로,개포동
2306, 청담공원앞 교차로,강남구,강남구 삼성동 111-44,37.51871109,127.0508499,학동로82길,삼성동
2307, 논현동 광명빌딩 앞,강남구,강남구 논현동 279,37.5175705,127.0236435,도산대로16길,논현동
2308, 역삼서초삼성 세무서 앞 (역삼빌딩 앞,강남구,강남구 역삼동 804,37.49847031,127.0301132,테헤란로5길,역삼동
2309, 강남한양수자인아파트,강남구,강남구 자곡로 260,37.4773407,127.1132736,탄천자전거길,자곡동
2310, 역삼동 디오슈페리움 (우성아파트 사거리),강남구,강남구 역삼동 858(강남대로 342 앞 도로),37.49206161,127.0307465,역삼로2길,역삼동
2311, 포스코피앤에스타워 (역삼역 3번출구 부근),강남구,강남구 역삼동 804(강남구 테헤란로 134 앞 보도),37.49959946,127.0337524,논현로87길,역삼동
2312, 세곡동 성당,강남구,강남구 율현동 165-2(강남구 밤고개로21길 50),37.47296906,127.1122284,밤고개로21길,율현동
2313, 일원1동 주민센터,강남구,강남구 일원동 712-5 ,37.49170303,127.0882263,양재대로55길,일원동
2314,도곡역 1번 출구,강남구,남부순환로 2814,37.49095917,127.0549851,남부순환로391길,도곡동
2315, 도곡역 아카데미스위트 앞,강남구,언주로30길 21,37.48897171,127.0518265,언주로30길,도곡동
2316,한티역 롯데백화점 앞,강남구,선릉로 228,37.49667358,127.0534287,선릉로62길,대치동
2317,한티역 6번 출구,강남구,선릉로 227,37.4958992,127.0521927,도곡로,도곡동
2318,선정릉 디캠프(D.CAMP)앞,강남구,선릉로 551,37.50799942,127.0452499,선릉로103길,역삼동
2319,봉은사역 7번 출구,강남구,봉은사로 601,37.51393509,127.0598221,봉은사로99길,삼성동
2320,"봉은사역 1,2번 출구",강남구,봉은사로 601,37.51430893,127.0597,봉은사로99길,삼성동
2321,학여울역 사거리(LG베스트샵 앞),강남구,영동대로 202,37.49689484,127.070137,영동대로50길,대치동
2322, 신논현역 4번출구,강남구,봉은사로 110,37.504673,127.025795,봉은사로5길,역삼동
2323,수서동 성당 맞은편,강남구,광평로34길 202,37.48416901,127.0948486,광평로34길,수서동
2324,영희초교 사거리(래미안개포루체하임),강남구,개포로110길 50,37.4908371,127.0806503,양재대로27길,일원동
2325,세곡동 사거리(대왕초등학교 정류장),강남구,헌릉로618길 8,37.46461868,127.1068497,헌릉로622길,세곡동
2326,강남한신휴플러스 6단지,강남구,강남구 율현동 333-1,37.46829605,127.1046982,밤고개로26길,율현동
2327,개포고등학교 정문앞,강남구,강남구 개포로402,37.48485184,127.0583725,선릉로16길,개포동
2328,롯데리아 개포점앞,강남구,강남구 선릉로26,37.48236847,127.0611877,선릉로10길,개포동
2329,압구정로데오역 6번출구,강남구,선릉로845,37.52745438,127.0404282,압구정로56길,신사동
2330,강남파이낸스센터앞(역삼역2번출구),강남구,테헤란로152,37.50024414,127.0360565,테헤란로26길,역삼동
2331,대치역 7번출구,강남구,남부순환로155,37.49411774,127.0629044,남부순환로395길,대치동
2332, 삼성역 2번출구,강남구,영동대로606앞,37.5082016,127.0639648,테헤란로104길,대치동
2333, 삼성중앙역 5번출구,강남구,삼성동145-1,37.51311111,127.0539093,봉은사로81길,삼성동
2334, 봉은사역6번출구(현대아이파크타워앞),강남구,삼성동160,37.51390839,127.06073,봉은사로,삼성동
2335, 신사동주민센터 옆,강남구,압구정로 130,37.52422714,127.02285,압구정로14길,신사동
2336, 언주초등학교 입구,강남구,남부순환로2641,37.48536682,127.0384979,남부순환로,도곡동
2337, 윗반마을 입구,강남구,세곡동 97-3,37.46534729,127.1088028,밤고개로31길,세곡동
2338, 방죽마을 입구,강남구,율현동 264-5,37.47123337,127.1072159,밤고개로26길,율현동
2339, 은곡마을,강남구,세곡동 548(도담공원~행복공원 사이),37.46726227,127.0980148,헌릉로569길,세곡동
2340, 은마아파트 입구 사거리,강남구,삼성로237(정성한줄 대치점 앞),37.49840164,127.060936,삼성로57길,대치동
2341, 서울 논현동우체국 앞,강남구,학동로212,37.51446152,127.0326004,논현로132길,논현동
2342, 역삼중학교 앞(체육관 방향),강남구,도곡로43길 10,37.49526215,127.0495071,도곡로57길,역삼동
2343, 서울율현초교 삼거리,강남구,밤고개로 231,37.47364044,127.1070252,밤고개로23길,자곡동
2344, 청담역 11번 출구,강남구,학동로87길 7,37.51925659,127.0515976,학동로82길,청담동
2345, 휘문고교 사거리,강남구,영동대로 319,37.50286484,127.0659409,도곡로99길,대치동
2346, 은마아파트입구 사거리(1),강남구,삼성로 312,37.49986649,127.0605011,삼성로63길,대치동
2347, 일원에코파크 앞(개포로 방면),강남구,개포로 670,37.49587631,127.0865021,개포로140길,일원동
2348, 대모산입구역 7번 출구 앞,강남구,개포로 522(사진참고),37.49017715,127.0730591,영동대로4길,개포동
2349, 압구정나들목,강남구,압구정동 507,37.53075027,127.0416031,한강남자전거길,압구정동
2350, 한국지역난방공사강남지사,강남구,양재대로 781,37.49229431,127.0943375,탄천동로,수서동
2351, 역삼1동 주민센터,강남구,역삼로 7길 16,37.49500275,127.0329437,역삼로7길,역삼동
2352, 청담사거리(신한오피스텔빌딩 앞),강남구,도산대로 510,37.52416229,127.0489502,도산대로90길,청담동
2353, 개포우성6차아파트 정문 앞,강남구,언주로 3,37.47685623,127.0553665,언주로7길,개포동
2354, 국악고교 앞 교차로,강남구,논현로 34,37.47402191,127.0484467,논현로12길,개포동
2355, 삼성중앙역·플래티넘아파트 정류소,강남구,봉은사로 471,37.51264191,127.0515671,봉은사로74길,삼성동
2356, 세곡데이케어센터,강남구,헌릉로 590길 68,37.46072388,127.1028748,헌릉로590길,세곡동
2357, 신청담나들목,강남구,강변오솔길,37.52796173,127.0516281,도산대로85길,청담동
2358, 일원1동주민센터앞 사거리,강남구,강남구 일원동 645-13,37.4909668,127.0883637,양재대로55길,일원동
2359, 대청역,강남구,강남구 일원로 7,37.49370575,127.0799942,개포로116길,일원동
2360, LH강남힐스테이트아파트,강남구,자곡로3길 21,37.47092819,127.0897064,자곡로3길,자곡동
2361, 더시그넘하우스 앞,강남구,자곡로 174-14,37.47267914,127.1037598,자곡로,자곡동
2362, 상록수아파트,강남구,광평로10길 15,37.48276138,127.0804215,광평로9길,일원동
2363, 선정릉역 4번 출구,강남구,강남구 봉은사로 326,37.5097847,127.0427704,봉은사로52길,역삼동
2364, 구룡역 1번 출구,강남구,개포동 175-3,37.48642349,127.0593185,양재천로,개포동
2365, 구룡역 4번 출구,강남구,개포동 156-17,37.48670578,127.0605011,양재천동자전거길,개포동
2366, 구룡역 5번 출구,강남구,개포동 181-1,37.48607635,127.0592194,선릉로16길,개포동
2367, 개포동역 4번출구,강남구,"강남구 개포동 182-4
(개포동역 4번출구)",37.48929596,127.0661697,개포로82길,개포동
2368,KT&G타워 옆(상상마당 대치아트홀),강남구,강남구 대치동 1002,37.50687408,127.0647354,영동대로86길,대치동
2369, 구역삼세무서 교차로,강남구,강남구 논현로 337,37.49524307,127.0393753,논현로71길,역삼동
2370, 신사스퀘어,강남구,신사동 504-11,37.51916885,127.0189743,도산대로1길,신사동
2371, 강남경찰서,강남구,강남구 대치동 998,37.50971985,127.0667954,테헤란로113길,대치동
2372, 섬유센터 앞,강남구,강남구 대치동 944-1,37.50767136,127.060173,테헤란로92길,대치동
2373, 극동스포츠 앞,강남구,강남구 신사동 575,37.5257225,127.0258865,압구정로22길,신사동
2374, SB타워 앞,강남구,강남구 도산대로 318,37.52210999,127.0364609,도산대로,논현동
2375, 노보텔 앰배서더 앞,강남구,강남구 봉은사로 130,37.50570297,127.0291977,봉은사로16길,역삼동
2376, 도곡동 골프 로데오거리,강남구,강남구 도곡로 149,37.49107361,127.0361939,도곡로13길,역삼동
2377, 레베쌍트 빌딩 앞,강남구,봉은사로86길 6,37.51292038,127.056427,봉은사로86길,삼성동
2378, 도심공항타워 앞,강남구,삼성동 159-9,37.50999069,127.0584717,테헤란로87길,삼성동
2379, 영동중앙교회 버스정류장,강남구,강남구 논현로 420,37.49775314,127.0385742,역삼로25길,역삼동
2380, 청담역 1번출구,강남구,강남구 영동대로 648,37.51973724,127.0576782,학동로98길,삼성동
2381,일원에코파크 주차장,강남구,강남구 일원동 701-2,37.49404526,127.0867844,개포로140길,일원동
2382,매봉역 1번출구,강남구,강남구 도곡동 180-26,37.48661041,127.0455093,남부순환로377길,도곡동
2383,학여울역사거리(은마아파트),강남구,강남구 대치동 398,37.49665833,127.0693817,영동대로50길,대치동
2384, 가락시장역 3번 출구,송파구,서울특별시 송파구 송파대로 지하 257,37.49317932,127.1185455,중대로,가락동
2385, 밀리아나2빌딩 앞,송파구,서울특별시 송파구 송파대로28길 24,37.49372864,127.1206207,중대로9길,가락동
2386, 거여역 3번출구,송파구,서울특별시 송파구 오금로 지하 499,37.49334335,127.1447296,오금로59길,거여동
2387, 종합운동장역 4번출구,송파구,서울특별시 송파구 올림픽로 8,37.51042938,127.071373,올림픽로4길,잠실동
2388, 9호선종합운동장역 9번출구,송파구,서울특별시 송파구 올림픽로 지하 23,37.51128006,127.0782394,백제고분로7길,잠실동
2389, 마천중앙시장,송파구,서울특별시 송파구 성내천로 233,37.49975586,127.152504,성내천로,마천동
2390, 풍납현대아파트쉼터,송파구,서울특별시 송파구 풍성로14길 19,37.52974701,127.1199646,올림픽로48길,풍납동
2391, 잠실나루역 (2번 출구 쪽),송파구,서울특별시 송파구 오금로 20,37.52045059,127.1042023,오금로2길,신천동
2392, 롯데월드타워(잠실역2번출구 쪽),송파구,서울특별시 송파구 올림픽로 293-19,37.51312637,127.1009598,올림픽로,신천동
2393, 송파역 2번 출구앞,송파구,서울특별시 송파구 송파대로 지하 354,37.49941254,127.1128693,송파대로38길,송파동
2394, 백토공원 앞,송파구,서울특별시 송파구 양재대로72길 47-8,37.50831985,127.1332169,중대로,오금동
2395, 오금역 7번 출구 인근,송파구,서울특별시 송파구 오금로 지하 321,37.50259399,127.1276474,중대로25길,오금동
2396, 올림픽공원역 1번출구 앞,송파구,서울특별시 송파구 양재대로 지하 1233,37.51657104,127.1315384,성내천자전거길,방이동
2397, 송파파인타운 7단지,송파구,서울특별시 송파구 충민로4길 19,37.47930527,127.1297989,충민로4길,장지동
2398, 방이역 4번출구,송파구,서울특별시 송파구 양재대로 지하 1127,37.50896835,127.1258392,위례성대로18길,방이동
2399, 잠실근린공원,송파구,서울특별시 송파구 백제고분로15길 7,37.50569153,127.0840378,백제고분로18길,잠실동
2400, 삼전역 4번출구,송파구,서울특별시 송파구 백제고분로 188,37.50419998,127.087532,삼전로,잠실동
2401, 잠실새내역 5번 출구 뒤,송파구,서울특별시 송파구 백제고분로 95,37.51198196,127.0850525,올림픽로12길,잠실동
2402, 아시아지하보도 2번 출구,송파구,서울특별시 송파구 올림픽로 74,37.51216888,127.0789337,올림픽로8길,잠실동
2403, 잠실4동 주민센터 옆,송파구,서울특별시 송파구 올림픽로35길 16,37.52007675,127.1123657,올림픽로34길,신천동
2404, 거여역 8번출구 뒤,송파구,서울특별시 송파구 오금로 지하 499,37.49312592,127.1438217,오금로,거여동
2405, 마천사거리,송파구,서울특별시 송파구 거마로 51,37.49769974,127.1462021,거마로17길,거여동
2406, 송파체육문화회관 앞,송파구,서울특별시 송파구 양산로 15,37.49068832,127.1431274,양산로,거여동
2407, 송파중학교 정문,송파구,서울특별시 송파구 동남로 203,37.49567032,127.1305924,동남로17길,가락동
2408, 잠실역 6번출구,송파구,서울특별시 송파구 석촌호수로12길 3-5,37.51408768,127.0990295,잠실로,잠실동
2409, 잠실주공 521동 건너편,송파구,서울특별시 송파구 석촌호수로12길 3-19,37.51208878,127.0961914,잠실로,잠실동
2410, 잠실3거리(갤러리아팰리스),송파구,서울특별시 송파구 석촌호수로12길 3-17,37.51050949,127.0933685,석촌호수로,잠실동
2411, 잠실트리지움310동 옆,송파구,서울특별시 송파구 잠실로 62,37.50887299,127.0871658,석촌호수로12길,잠실동
2412, 문정 법조단지3,송파구,서울특별시 송파구 정의로 30,37.48084259,127.1180115,법원로5길,문정동
2413, 문정 법조단지4,송파구,서울특별시 송파구 새말로 62,37.48057556,127.1185684,법원로5길,문정동
2414, 문정 법조단지5,송파구,서울특별시 송파구 새말로 62,37.48123932,127.1197968,법원로5길,문정동
2415, 문정 법조단지6,송파구,서울특별시 송파구 법원로 101,37.48163223,127.1191635,법원로5길,문정동
2416, 문정 법조단지7,송파구,서울특별시 송파구 법원로 101,37.4845314,127.120163,법원로8길,문정동
2417, 문정 법조단지8,송파구,서울특별시 송파구 법원로 101,37.48153687,127.1221237,법원로,문정동
2418, 문정 법조단지9,송파구,서울특별시 송파구 법원로 101,37.47946548,127.1253281,충민로,문정동
2419, 문정 법조단지10,송파구,서울특별시 송파구 송파대로 지하 82,37.47750854,127.1263275,충민로2길,문정동
2420, 문정 법조단지11,송파구,서울특별시 송파구 법원로 101,37.4788208,127.1235123,장지천자전거2길,문정동
2421, 방이초등학교,송파구,서울특별시 송파구 위례성대로 114,37.51396179,127.1216736,위례성대로12길,방이동
2422, 아주중학교건너편,송파구,서울특별시 송파구 도곡로 446,37.50546265,127.0773468,도곡로62길,잠실동
2423,문정2동 주민센터,송파구,서울특별시 송파구 중대로 16,37.48987198,127.1108398,중대로2길,문정동
2424, 석촌역 2번출구,송파구,서울특별시 송파구 송파동 68 ,37.50593185,127.1077499,백제고분로41길,송파동
2425, 오금역 3번 출구 뒤,송파구,서울특별시  송파구 가락동 10-15 ,37.50165176,127.1281815,중대로,가락동
2426, 문정현대아파트 교차로,송파구,서울특별시 송파구 문정동 3-2 ,37.49113083,127.1258087,동남로8길,문정동
2427, 가락시장역 사거리,송파구,서울특별시 송파구 가락동 214-15 ,37.49209976,127.1177521,송파대로27길,가락동
2428, 가락미륭아파트 앞,송파구,서울특별시 서울 송파구 가락동 195-4,37.49319839,127.1289978,동남로9길,가락동
2429, 방이역 1번출구,송파구,서울특별시 송파구 오금동 17-20,37.50898361,127.1265945,마천로5길,오금동
2430, 방이동 한양3차아파트 옆,송파구,서울특별시 송파구 방이동 225-1,37.50630188,127.1213989,오금로31가길,방이동
2431, 송파여성문화회관 앞,송파구,서울특별시 송파구 송파동 2-3 ,37.50580215,127.1097183,송파대로42길,송파동
2432, 장지공영차고지,송파구,서울특별시 송파구 장지동 861-6,37.48054123,127.1370163,충민로6길,장지동
2433, 천호역 10번 출구 앞,송파구,서울특별시 송파구 풍납동 490-16,37.53858185,127.1228027,바람드리25길,풍납동
2434, 문정동 근린공원,송파구,서울특별시 송파구 문정동 38-3,37.48598862,127.1247635,문정로,문정동
2435, 문정동 글샘 공원,송파구,서울특별시 송파구 문정동 627,37.47880936,127.1200028,분당수서로,문정동
2436, 올림픽공원 남2문 앞,송파구,서울특별시 송파구 올림픽로 424,37.51424026,127.1230698,위례성대로12길,방이동
2437, 몽촌토성역 1번출구 옆,송파구,서울특별시 송파구 방이동 88-21 ,37.51728821,127.1141968,백제고분로51길,방이동
2438, 리센츠아파트,송파구,서울특별시 송파구 올림픽로 135,37.51194382,127.091217,잠실로,잠실동
2439, 송파도서관,송파구,서울특별시 송파구 동남로 263,37.49998474,127.1353912,동남로22길,오금동
2440, 영파여고 앞,송파구,서울특별시 송파구 올림픽로 565,37.53284836,127.121048,올림픽로,풍납동
2441, 거여초등학교 옆,송파구,서울특별시 송파구 마천로25길 18,37.50458908,127.1393662,동남로30길,오금동
2442, 성내6교,송파구,서울특별시 송파구 마천로 164,37.50375748,127.1370926,마천로21길,오금동
2443, 송파구청 교차로,송파구,서울특별시 송파구 올림픽로 336,37.51579666,127.1068192,올림픽로30길,신천동
2444, 마천금호어울림 1차아파트 건너편,송파구,서울특별시 송파구 성내천로39길 4,37.49751663,127.1546783,성내천로39길,마천동
2445, 송파파크데일 2단지입구 앞 주차장,송파구,서울특별시 송파구 성내천로47길 23,37.49565887,127.1571732,성내천로47길,마천동
2446, 송파소방서 맞은편(성내4교),송파구,서울특별시 송파구 오금로51길 56,37.49987411,127.1414795,성내천자전거길,오금동
2447, 오금공원 사거리,송파구,서울특별시 송파구 오금로 363,37.50541306,127.131691,중대로33길,오금동
2448, 위례별 유치원 뒤,송파구,서울특별시 송파구 위례광장로 136,37.4774704,127.1445923,위례광장로,장지동
2449, 위례중앙푸르지오 1단지 앞,송파구,서울특별시 송파구 위례광장로 120,37.47437668,127.1406708,위례광장로2길,장지동
2450, 위례아이파크 101동 맞은편,송파구,서울특별시 송파구 위례순환로 419,37.47753143,127.1415176,위례광장로,장지동
2451, 문정중교 사거리,송파구,서울특별시 송파구 송이로 238,37.48799896,127.1310883,새말로17길,문정동
